entry_date,exit_date,entry_price,exit_price,shares,pnl,entry_cost,exit_cost,transaction_cost,liquidity_constrained,hold_days,signal_types,exit_reason,period,trade_id
2010-12-29,2011-01-05,96.3817,97.5904,276,333.6,14.695,14.8693,29.5643,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,58
2011-01-13,2011-01-14,98.2568,98.8596,274,165.16,14.8396,14.9378,29.7773,False,1,PRE_HOLIDAY,CALENDAR,IS,59
2011-01-18,2011-01-20,99.137,97.9268,273,-330.4,14.9063,14.7584,29.6647,False,2,OEX,CALENDAR,IS,60
2011-01-28,2011-02-03,97.7594,99.9912,274,611.52,14.7791,15.1026,29.8816,False,4,TOM,CALENDAR,IS,61
2011-02-14,2011-02-18,102.1297,102.8585,268,195.33,15.0427,15.1545,30.1972,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,62
2011-02-25,2011-03-03,101.2878,102.048,272,206.77,15.1581,15.2766,30.4347,False,4,TOM,CALENDAR,IS,63
2011-03-14,2011-03-17,99.5427,97.7509,279,-499.94,15.3066,15.0725,30.3791,False,3,OEX,CALENDAR,IS,64
2011-03-30,2011-04-05,102.066,102.3147,267,66.41,14.9851,15.0307,30.0158,False,4,TOM,CALENDAR,IS,65
2011-04-11,2011-04-14,101.8277,101.0246,268,-215.22,15.0037,14.9042,29.9079,False,3,OEX,CALENDAR,IS,66
2011-04-28,2011-05-04,104.6334,103.5357,259,-284.31,14.8581,14.7315,29.5896,False,4,TOM,CALENDAR,IS,67
2011-05-16,2011-05-19,102.3889,103.4206,262,270.31,14.741,14.8877,29.6287,False,3,OEX,CALENDAR,IS,68
2011-05-26,2011-06-03,102.2428,100.1491,265,-554.83,14.8871,14.6304,29.5175,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,69
2011-06-13,2011-06-17,98.1687,98.0449,270,-33.42,14.6232,14.6227,29.2459,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,70
2011-06-29,2011-07-06,100.9884,103.3854,262,628.02,14.5599,14.8895,29.4493,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,71
2011-07-11,2011-07-14,101.954,101.0393,266,-243.32,14.9132,14.803,29.7163,False,3,OEX,CALENDAR,IS,72
