leg,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,cost,liquidity_constrained,hold_days,exit_reason,period,trade_id
IBS,SPY,2025-05-28,2025-05-30,582.9525,584.004,22,23.13,13.0726,False,2,IBS_TP,OOS,421
IBS,SPY,2025-06-04,2025-06-09,591.0858,594.2,22,68.51,13.2731,False,3,TIME_STOP,OOS,422
IBS,SPY,2025-06-13,2025-06-18,592.1469,591.9806,22,-3.66,13.2572,False,3,TIME_STOP,OOS,423
IBS,SPY,2025-06-20,2025-06-23,591.1917,596.4239,22,115.11,13.2946,False,1,IBS_TP,OOS,424
IBS,SPY,2025-07-15,2025-07-16,618.9065,620.3446,21,30.2,13.2299,False,1,IBS_TP,OOS,425
IBS,SPY,2025-07-21,2025-07-22,625.502,624.9559,21,-11.47,13.3466,False,1,IBS_TP,OOS,426
IBS,SPY,2025-07-24,2025-07-25,631.1226,633.1449,21,42.47,13.491,False,1,IBS_TP,OOS,427
IBS,SPY,2025-07-29,2025-08-01,631.9582,617.8601,21,-296.06,13.34,False,3,ATR_STOP,OOS,428
IBS,SPY,2025-08-05,2025-08-06,624.7062,628.8516,21,87.05,13.3814,False,1,IBS_TP,OOS,429
IBS,SPY,2025-08-19,2025-08-20,636.4846,634.1485,21,-49.06,13.5615,False,1,IBS_TP,OOS,430
IBS,SPY,2025-08-25,2025-08-26,639.1308,641.1548,20,40.48,13.0132,False,1,IBS_TP,OOS,431
IBS,SPY,2025-09-12,2025-09-15,653.9929,656.8072,20,56.29,13.3162,False,1,IBS_TP,OOS,432
IBS,SPY,2025-09-23,2025-09-26,661.5919,659.5351,20,-41.14,13.4177,False,3,IBS_TP,OOS,433
IBS,SPY,2025-10-03,2025-10-08,667.5771,670.7862,20,64.18,13.5889,False,3,IBS_TP,OOS,434
IBS,SPY,2025-10-10,2025-10-15,651.4269,662.8734,20,228.93,13.3533,False,3,TIME_STOP,OOS,435
IBS,SPY,2025-10-30,2025-11-04,678.1713,672.9087,20,-105.25,13.7236,False,3,TIME_STOP,OOS,436
IBS,SPY,2025-11-06,2025-11-07,668.6746,668.6534,20,-0.42,13.5849,False,1,IBS_TP,OOS,437
IBS,SPY,2025-11-13,2025-11-18,670.4003,657.801,20,-251.99,13.4933,False,3,ATR_STOP,OOS,438
IBS,SPY,2025-11-20,2025-11-24,650.9381,666.4211,20,309.66,13.3851,False,2,IBS_TP,OOS,439
IBS,SPY,2025-12-09,2025-12-10,681.3734,685.1963,20,76.46,13.8766,False,1,IBS_TP,OOS,440
IBS,SPY,2025-12-15,2025-12-18,679.069,674.1344,20,-98.69,13.742,False,3,TIME_STOP,OOS,441
IBS,SPY,2025-12-30,2025-12-30,687.3587,686.6613,19,-13.25,13.2502,False,0,END_OF_DATA,OOS,442
TOM,SPY,2024-01-30,2024-02-05,479.2921,480.4219,8,9.04,3.921,False,6,TOM_CALENDAR,OOS,443
TOM,QQQ,2024-01-30,2024-02-05,420.8697,423.5527,9,24.15,3.8932,False,6,TOM_CALENDAR,OOS,444
TOM,IWM,2024-01-30,2024-02-05,193.3399,187.4997,21,-122.64,4.215,False,6,TOM_CALENDAR,OOS,445
TOM,SPY,2024-02-28,2024-03-05,494.2988,494.6918,8,3.14,4.0382,False,6,TOM_CALENDAR,OOS,446
TOM,QQQ,2024-02-28,2024-03-05,430.7357,431.0658,9,2.97,3.972,False,6,TOM_CALENDAR,OOS,447
TOM,IWM,2024-02-28,2024-03-05,197.848,199.0172,20,23.38,4.1778,False,6,TOM_CALENDAR,OOS,448
TOM,SPY,2024-03-27,2024-04-03,512.3961,508.1949,8,-33.61,4.1639,False,7,TOM_CALENDAR,OOS,449
TOM,QQQ,2024-03-27,2024-04-03,440.778,437.6247,9,-28.38,4.046,False,7,TOM_CALENDAR,OOS,450
TOM,IWM,2024-03-27,2024-04-03,205.5265,201.5793,20,-78.94,4.2776,False,7,TOM_CALENDAR,OOS,451
TOM,SPY,2024-04-29,2024-05-03,499.5563,500.2502,8,5.55,4.0815,False,4,TOM_CALENDAR,OOS,452
TOM,QQQ,2024-04-29,2024-05-03,428.8083,431.0716,9,20.37,3.9635,False,4,TOM_CALENDAR,OOS,453
TOM,IWM,2024-04-29,2024-05-03,196.0367,197.7304,20,33.87,4.1449,False,4,TOM_CALENDAR,OOS,454
TOM,SPY,2024-05-30,2024-06-05,511.8476,523.1256,8,90.22,4.2219,False,6,TOM_CALENDAR,OOS,455
TOM,QQQ,2024-05-30,2024-06-05,447.4367,458.838,9,102.61,4.1715,False,6,TOM_CALENDAR,OOS,456
TOM,IWM,2024-05-30,2024-06-05,200.0463,200.8252,20,15.58,4.2159,False,6,TOM_CALENDAR,OOS,457
TOM,SPY,2024-06-27,2024-07-03,536.8445,541.294,7,31.15,3.8447,False,6,TOM_CALENDAR,OOS,458
TOM,QQQ,2024-06-27,2024-07-03,477.9811,486.8425,8,70.89,3.9425,False,6,TOM_CALENDAR,OOS,459
TOM,IWM,2024-06-27,2024-07-03,198.6484,198.2136,21,-9.13,4.3838,False,6,TOM_CALENDAR,OOS,460
TOM,SPY,2024-07-30,2024-08-05,532.5508,507.8417,7,-172.96,3.7141,False,6,TOM_CALENDAR,OOS,461
TOM,QQQ,2024-07-30,2024-08-05,454.0829,431.6476,9,-201.92,4.0816,False,6,TOM_CALENDAR,OOS,462
TOM,IWM,2024-07-30,2024-08-05,218.8116,198.5769,19,-384.46,4.1646,False,6,TOM_CALENDAR,OOS,463
TOM,SPY,2024-08-29,2024-09-05,548.6156,539.4779,7,-63.96,3.8814,False,7,TOM_CALENDAR,OOS,464
TOM,QQQ,2024-08-29,2024-09-05,467.1139,457.0985,8,-80.12,3.7819,False,7,TOM_CALENDAR,OOS,465
TOM,IWM,2024-08-29,2024-09-05,215.1153,208.1328,18,-125.68,3.9993,False,7,TOM_CALENDAR,OOS,466
TOM,SPY,2024-09-27,2024-10-03,563.229,559.0621,6,-25.0,3.4287,False,6,TOM_CALENDAR,OOS,467
TOM,QQQ,2024-09-27,2024-10-03,483.7613,478.144,8,-44.94,3.9322,False,6,TOM_CALENDAR,OOS,468
TOM,IWM,2024-09-27,2024-10-03,217.3486,212.9821,17,-74.23,3.8344,False,6,TOM_CALENDAR,OOS,469
TOM,SPY,2024-10-30,2024-11-05,571.6457,567.8052,6,-23.04,3.48,False,6,TOM_CALENDAR,OOS,470
TOM,QQQ,2024-10-30,2024-11-05,493.3319,488.6882,7,-32.51,3.5101,False,6,TOM_CALENDAR,OOS,471
TOM,IWM,2024-10-30,2024-11-05,218.4435,220.9643,17,42.85,3.9116,False,6,TOM_CALENDAR,OOS,472
TOM,SPY,2024-11-27,2024-12-04,590.1942,598.2878,6,48.56,3.6275,False,7,TOM_CALENDAR,OOS,473
TOM,QQQ,2024-11-27,2024-12-04,502.1971,519.5163,7,121.23,3.6499,False,7,TOM_CALENDAR,OOS,474
TOM,IWM,2024-11-27,2024-12-04,237.6892,237.3819,16,-4.92,3.97,False,7,TOM_CALENDAR,OOS,475
TOM,SPY,2024-12-30,2025-01-06,581.6885,588.1504,6,38.77,3.5718,False,7,TOM_CALENDAR,OOS,476
TOM,QQQ,2024-12-30,2025-01-06,513.27,521.6269,7,58.5,3.6966,False,7,TOM_CALENDAR,OOS,477
TOM,IWM,2024-12-30,2025-01-06,218.3402,221.9069,17,60.63,3.9194,False,7,TOM_CALENDAR,OOS,478
TOM,SPY,2025-01-30,2025-02-05,598.3215,596.9031,6,-8.51,3.6478,False,6,TOM_CALENDAR,OOS,479
TOM,QQQ,2025-01-30,2025-02-05,520.6762,523.9241,7,22.74,3.7304,False,6,TOM_CALENDAR,OOS,480
TOM,IWM,2025-01-30,2025-02-05,226.1068,226.7303,17,10.6,4.0257,False,6,TOM_CALENDAR,OOS,481
TOM,SPY,2025-02-27,2025-03-05,578.5536,575.9992,6,-15.33,3.5257,False,6,TOM_CALENDAR,OOS,482
TOM,QQQ,2025-02-27,2025-03-05,497.9998,499.2218,7,8.55,3.5641,False,6,TOM_CALENDAR,OOS,483
TOM,IWM,2025-02-27,2025-03-05,210.1383,206.0434,18,-73.71,3.9326,False,6,TOM_CALENDAR,OOS,484
TOM,SPY,2025-03-28,2025-04-03,551.1433,531.7951,7,-135.44,3.8638,False,6,TOM_CALENDAR,OOS,485
TOM,QQQ,2025-03-28,2025-04-03,467.5085,448.8247,8,-149.47,3.751,False,6,TOM_CALENDAR,OOS,486
TOM,IWM,2025-03-28,2025-04-03,198.7702,187.8625,19,-207.25,3.8726,False,6,TOM_CALENDAR,OOS,487
TOM,SPY,2025-04-29,2025-05-05,549.8145,558.3601,6,51.27,3.3896,False,6,TOM_CALENDAR,OOS,488
TOM,QQQ,2025-04-29,2025-05-05,474.0785,483.9513,7,69.11,3.431,False,6,TOM_CALENDAR,OOS,489
TOM,IWM,2025-04-29,2025-05-05,194.447,197.0652,19,49.75,3.923,False,6,TOM_CALENDAR,OOS,490
TOM,SPY,2025-05-29,2025-06-04,585.2534,590.4845,6,31.39,3.5894,False,6,TOM_CALENDAR,OOS,491
TOM,QQQ,2025-05-29,2025-06-04,518.3422,526.6177,7,57.93,3.7308,False,6,TOM_CALENDAR,OOS,492
TOM,IWM,2025-05-29,2025-06-04,204.3926,206.476,18,37.5,3.886,False,6,TOM_CALENDAR,OOS,493
TOM,SPY,2025-06-27,2025-07-03,611.7141,621.4579,6,58.46,3.7609,False,6,TOM_CALENDAR,OOS,494
TOM,QQQ,2025-06-27,2025-07-03,547.0295,554.5784,7,52.84,3.928,False,6,TOM_CALENDAR,OOS,495
TOM,IWM,2025-06-27,2025-07-03,214.2646,221.5895,17,124.52,3.8799,False,6,TOM_CALENDAR,OOS,496
TOM,SPY,2025-07-30,2025-08-05,631.1623,624.0715,6,-42.54,3.8269,False,6,TOM_CALENDAR,OOS,497
TOM,QQQ,2025-07-30,2025-08-05,566.9207,558.6165,6,-49.82,3.4381,False,6,TOM_CALENDAR,OOS,498
TOM,IWM,2025-07-30,2025-08-05,220.3102,219.3744,17,-15.91,3.9132,False,6,TOM_CALENDAR,OOS,499
TOM,SPY,2025-08-28,2025-09-04,645.5471,645.0904,6,-2.74,3.9335,False,7,TOM_CALENDAR,OOS,500
TOM,QQQ,2025-08-28,2025-09-04,575.9631,573.5325,6,-14.58,3.5107,False,7,TOM_CALENDAR,OOS,501
TOM,IWM,2025-08-28,2025-09-04,234.8872,235.0095,16,1.96,3.9264,False,7,TOM_CALENDAR,OOS,502
TOM,SPY,2025-09-29,2025-10-03,662.0606,666.8997,5,24.2,3.3731,False,4,TOM_CALENDAR,OOS,503
TOM,QQQ,2025-09-29,2025-10-03,598.2637,602.0976,6,23.0,3.6623,False,4,TOM_CALENDAR,OOS,504
TOM,IWM,2025-09-29,2025-10-03,240.938,244.8807,16,63.08,4.051,False,4,TOM_CALENDAR,OOS,505
TOM,SPY,2025-10-30,2025-11-05,678.1712,675.2408,5,-14.65,3.4351,False,6,TOM_CALENDAR,OOS,506
TOM,QQQ,2025-10-30,2025-11-05,625.5623,622.1615,6,-20.4,3.8063,False,6,TOM_CALENDAR,OOS,507
TOM,IWM,2025-10-30,2025-11-05,244.1589,243.7351,16,-6.78,4.0704,False,6,TOM_CALENDAR,OOS,508
TOM,SPY,2025-11-26,2025-12-03,678.0215,681.529,5,17.54,3.4504,False,7,TOM_CALENDAR,OOS,509
TOM,QQQ,2025-11-26,2025-12-03,613.7916,622.4011,6,51.66,3.7716,False,7,TOM_CALENDAR,OOS,510
TOM,IWM,2025-11-26,2025-12-03,246.6019,248.6661,15,30.96,3.8707,False,7,TOM_CALENDAR,OOS,511
