entry_date,exit_date,entry_price,exit_price,shares,pnl,entry_cost,exit_cost,transaction_cost,liquidity_constrained,hold_days,signal_types,exit_reason,regime_active,period
2023-05-30,2023-06-05,405.654,411.912,63,394.26,13.1054,13.314,26.4194,False,4,TOM,CALENDAR,True,OOS
2023-06-15,2023-06-16,427.2986,425.4071,60,-113.49,13.1277,13.0839,26.2116,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2023-06-29,2023-07-06,424.535,425.6006,61,65.01,13.2611,13.3069,26.568,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2023-07-28,2023-08-03,442.7619,434.4872,58,-479.93,13.1363,12.91,26.0463,False,4,TOM,CALENDAR,True,OOS
2023-08-30,2023-09-06,437.0352,431.9509,58,-294.89,12.9745,12.8396,25.8141,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2023-09-28,2023-10-04,416.7069,412.5302,60,-250.61,12.81,12.698,25.508,False,4,TOM,CALENDAR,True,OOS
2023-11-21,2023-11-22,440.7744,442.0233,56,69.94,12.6344,12.6802,25.3146,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2023-11-29,2023-12-05,442.0774,443.5582,56,82.92,12.6678,12.7201,25.3878,False,4,TOM,CALENDAR,True,OOS
2023-12-21,2023-12-22,461.5321,461.987,54,24.56,12.7374,12.7623,25.4998,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2023-12-28,2024-01-04,465.4278,455.7738,54,-521.32,12.8422,12.5947,25.4369,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2024-01-11,2024-01-12,465.0959,464.9424,52,-7.98,12.3591,12.3664,24.7255,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2024-01-30,2024-02-05,479.2922,480.4218,51,57.61,12.4825,12.5267,25.0092,False,4,TOM,CALENDAR,True,OOS
2024-02-15,2024-02-16,490.1494,487.2104,50,-146.95,12.5127,12.4514,24.9641,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2024-02-28,2024-03-05,494.299,494.6917,49,19.24,12.3666,12.3869,24.7535,False,4,TOM,CALENDAR,True,OOS
2024-03-27,2024-04-03,512.3963,508.1948,47,-197.47,12.282,12.1943,24.4763,False,4,TOM,CALENDAR,True,OOS
2024-04-29,2024-05-03,499.5565,500.2499,48,33.29,12.239,12.2693,24.5083,False,4,TOM,CALENDAR,True,OOS
2024-05-23,2024-05-24,515.1289,518.0082,47,135.33,12.3499,12.4299,24.7798,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2024-05-30,2024-06-05,511.8478,523.1255,47,530.05,12.2713,12.5483,24.8196,False,4,TOM,CALENDAR,True,OOS
2024-06-17,2024-06-18,535.8333,536.6472,46,37.44,12.5609,12.5922,25.1532,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2024-06-27,2024-07-03,536.8446,541.2939,46,204.67,12.582,12.6963,25.2783,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2024-07-30,2024-08-05,532.5511,507.8414,47,-1161.35,12.7655,12.2014,24.967,False,4,TOM,CALENDAR,True,OOS
2024-08-29,2024-09-05,548.6159,539.4776,43,-392.95,12.0292,11.8414,23.8706,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2024-09-27,2024-10-03,563.2292,559.0618,42,-175.03,12.0504,11.9716,24.022,False,4,TOM,CALENDAR,True,OOS
2024-10-30,2024-11-05,571.646,567.8049,41,-157.48,11.931,11.8671,23.7981,False,4,TOM,CALENDAR,True,OOS
2024-11-26,2024-12-04,591.9883,598.2876,39,245.67,11.7518,11.8833,23.635,False,5,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2024-12-23,2024-12-24,588.0869,594.0182,40,237.25,11.9739,12.1056,24.0795,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2024-12-30,2025-01-06,581.6888,588.15,41,264.91,12.1435,12.2888,24.4322,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2025-01-16,2025-01-17,585.0708,590.3431,41,216.16,12.2148,12.3359,24.5507,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2025-01-30,2025-02-05,598.3218,596.9027,40,-56.76,12.1791,12.1626,24.3417,False,4,TOM,CALENDAR,True,OOS
2025-02-13,2025-02-14,602.9597,602.3166,40,-25.72,12.2692,12.2687,24.5378,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2025-02-27,2025-03-05,578.5539,575.9989,41,-104.76,12.076,12.0388,24.1147,False,4,TOM,CALENDAR,True,OOS
2025-05-22,2025-05-23,578.3503,573.8177,41,-185.84,12.0737,11.993,24.0667,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2025-05-29,2025-06-04,585.2537,590.4841,40,209.22,11.9191,12.0339,23.953,False,4,TOM,CALENDAR,True,OOS
2025-06-17,2025-06-18,592.6727,591.9805,40,-27.69,12.0623,12.0604,24.1227,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2025-06-27,2025-07-03,611.7142,621.4576,39,379.99,12.1282,12.3306,24.4588,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2025-07-30,2025-08-05,631.1624,624.0713,38,-269.46,12.1836,12.0643,24.2479,False,4,TOM,CALENDAR,True,OOS
2025-08-28,2025-09-04,645.5473,645.0901,37,-16.91,12.1349,12.1362,24.2711,False,4,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2025-09-29,2025-10-03,662.0607,666.8996,36,174.2,12.0986,12.1964,24.295,False,4,TOM,CALENDAR,True,OOS
2025-10-30,2025-11-05,678.1714,675.2405,36,-105.51,12.3962,12.3561,24.7523,False,4,TOM,CALENDAR,True,OOS
2025-11-25,2025-12-03,673.3732,681.5288,36,293.6,12.3092,12.4682,24.7774,False,5,"PRE_HOLIDAY,TOM",CALENDAR,True,OOS
2025-12-23,2025-12-24,688.3093,690.0296,35,60.21,12.2237,12.2658,24.4895,False,1,PRE_HOLIDAY,CALENDAR,True,OOS
2025-12-29,2025-12-30,688.1992,686.6613,35,-53.83,12.2212,12.2064,24.4276,False,1,PRE_HOLIDAY,CAP,True,OOS
