year,month,asset_held,spy_return,shy_return,net_return,win
2016,4,SPY,-0.002851566721219112,0.0009410623992875955,0.0031783394153419575,False
2016,5,SHY,0.008991926938456185,-0.0008245460388545123,-0.003112119611870079,False
2016,6,SPY,0.0014235242637601342,0.006724648204835537,0.002731997576412404,False
2016,7,SHY,0.03429891970740284,-0.0008206500473666445,-0.002434327423740168,False
2016,8,SPY,0.002028290814750866,-0.001996495100197282,0.0011973508181115644,True
2016,9,SPY,1.1917542441564066e-05,0.0008238449841024842,-0.0006782858023092198,False
2016,10,SHY,-0.014968657080273617,-0.0003536904123221385,-0.0024315639001230016,True
2016,11,SPY,0.04440543321227253,-0.0047112134229115865,0.036838388169027514,True
2016,12,SPY,0.024035577940743957,0.00119757147939481,0.020271789323948575,True
2017,1,SPY,0.010166777458271214,0.0018961996111108714,0.017153813950034236,True
2017,2,SHY,0.038880809608589306,0.0007100552758994017,0.00036625869974149516,False
2017,3,SHY,-0.012571573457022422,0.0014216385791998576,0.0006395941334971234,True
2017,4,SHY,0.011685503555428634,0.0009466717377704104,0.0018709840659525412,False
2017,5,SHY,0.011563587678147913,0.0014202409287253914,-0.0014112825246810345,False
2017,6,SPY,-0.0015652398883601037,-0.0005908574834259106,0.006374666863254275,False
2017,7,SPY,0.018826823659888747,0.0026083983882201345,0.01983035002225786,True
2017,8,SHY,0.0006873695560851711,0.0016562854154333895,0.0020228575920480107,True
2017,9,SHY,0.018708834107015404,-0.0016547702807442333,-0.004080466816339112,False
2017,10,SPY,0.0191422971364279,-0.0016586761656764981,0.023564269607310173,True
2017,11,SPY,0.029205100173274268,-0.0020185672783818998,0.030565737667316073,True
2017,12,SPY,0.01423271448843444,-0.00042738434540623427,0.01142575809392099,True
2018,1,SHY,0.04885218597103491,-0.00250540703606561,-0.005285867774220576,False
2018,2,SPY,-0.03526525392297919,-0.0005988426623863008,-0.037029391389574284,False
2018,3,SHY,-0.013059256629520677,0.0010791503949620918,0.0024717886043532644,True
2018,4,SHY,0.02734295360850192,-0.0026353720078232667,-0.00467294101387139,False
2018,5,SPY,0.02249253336567203,0.003969555413752879,0.024309278079975627,True
2018,6,SPY,-0.004027351455678563,0.0012017711488754301,0.005750582527451975,False
2018,7,SPY,0.03483454207434189,-0.00048043053234048116,0.03704691978291641,True
2018,8,SPY,0.033646733474332446,0.003371098192944233,0.03191967194894252,True
2018,9,SPY,0.007680985018591491,-0.0012023066289261752,0.0059452691334744845,True
2018,10,SPY,-0.07232747972145648,0.0018090304745073116,-0.06973621531142193,False
2018,11,SHY,0.00782433086163814,0.0032539194120009274,0.0014076690726834151,False
2018,12,SPY,-0.09996610593598287,0.008423589184602287,-0.08868336800312371,False
2019,1,SHY,0.07894304125348328,0.0023909282657843534,0.00015797018621843684,False
2019,2,SPY,0.03191868687021415,0.0020340178681823584,0.03241597977864896,True
2019,3,SPY,0.011782978996806914,0.0069426756940575984,0.01810032457253352,True
2019,4,SPY,0.028653516550162017,0.0028620760581943294,0.04085261425706088,True
2019,5,SPY,-0.05668083499858545,0.00810691822824583,-0.06442186982208942,False
2019,6,SHY,0.07231325104536923,0.0027204763910955165,0.0046098768181503935,False
2019,7,SHY,0.005986267810198731,0.0,-0.0031367925309589983,False
2019,8,SPY,-0.00810580702347763,0.004961356600820421,-0.01740721402477441,False
2019,9,SHY,0.0254540719325822,-0.002118310896599196,-0.003830323626016985,False
2019,10,SPY,0.03440844833485723,0.0020058506070703697,0.022104649086632344,True
2019,11,SPY,0.026686945750709734,0.00011828591473084238,0.03619840820200482,True
2019,12,SPY,0.037871788543401674,0.001858099873992769,0.02905556676019838,True
2020,1,SPY,-0.00966527802219308,0.005314936162427841,-0.0010747192654857463,False
2020,2,SHY,-0.08595572170294297,0.009062995806191632,0.008766341384873755,True
2020,3,SHY,-0.16119719620786455,0.012854854572283303,0.012440433048789723,True
2020,4,SHY,0.18009362114490512,0.0020779742650958166,0.00031742579138338556,False
2020,5,SPY,0.07613431466132714,0.0006927509460863401,0.047645225225760646,True
2020,6,SPY,0.013637686722723252,0.0003466830136280574,0.017064045051614185,True
2020,7,SHY,0.05152645916484366,0.0012713590037398692,0.0009361355735266752,False
2020,8,SHY,0.06241050335266851,-0.00023102848307610113,-0.003004473631910809,False
2020,9,SPY,-0.046425023988409087,0.00023123937512847803,-0.038068018589400565,False
2020,10,SHY,-0.03115373217106865,-0.0002315435510203967,-0.00046287859607629933,True
2020,11,SHY,0.09648696976902671,0.00023129557972945136,-0.0026426642231740516,False
2020,12,SPY,0.02582849725278602,0.000949815767793849,0.0363913161573981,True
2021,1,SHY,0.0034712373350860304,0.00011551013327837367,-0.0026882481871807196,False
2021,2,SPY,0.010977240506247599,-0.0006947238670166334,0.02780520385900198,True
2021,3,SPY,0.020658232074584504,-0.00046310879214273015,0.045399218000518715,True
2021,4,SPY,0.04166160300866917,0.0005794654798629839,0.05291073557369619,True
2021,5,SPY,0.004399985436255305,0.0006953645371789996,0.005941502253031805,True
2021,6,SHY,0.023328980552318468,-0.0015060762877342482,-0.005008764167480195,False
2021,7,SPY,0.01877189389073397,0.0018579204466155907,0.02377830108968526,True
2021,8,SHY,0.03192492372069733,-0.000695271404991038,-0.003766948418348348,False
2021,9,SPY,-0.047111962229637094,-0.0009278162222493558,-0.047202080807572155,False
2021,10,SHY,0.057595020933014274,-0.003829252046068654,-0.006856185310792795,False
2021,11,SPY,-0.00973824419876268,-0.00011640113358202253,-0.008034699450905625,False
2021,12,SPY,0.06067236238279228,-0.0021227167352445564,0.04889106032048329,True
