date,entry_price,exit_price,shares,gross_return_pct,cost_pct,net_return_pct,intraday_return_pct,sma200,sigma,adv_shares,liquidity_constrained
2024-01-11,463.5921,465.0422,53,0.3128,0.0123,0.3005,-0.2596,422.91,0.006841,87159735,False
2024-01-12,463.9133,462.5313,53,-0.2979,0.0123,-0.3101,-0.2428,423.33,0.006203,85397155,False
2024-01-24,472.39,474.5213,52,0.4512,0.0122,0.439,-0.4961,425.96,0.005808,81429105,False
2024-01-31,469.9472,471.6504,53,0.3624,0.0122,0.3502,-1.1747,427.96,0.007062,78862440,False
2024-02-05,479.3582,480.3022,52,0.1969,0.0122,0.1847,-0.2329,429.16,0.007446,78509435,False
2024-02-16,486.1319,484.3898,51,-0.3583,0.0122,-0.3705,-0.4365,433.19,0.007484,74377715,False
2024-02-23,494.2485,494.6864,50,0.0886,0.0122,0.0764,-0.2788,435.08,0.008768,73811425,False
2024-02-26,492.4383,493.1293,50,0.1403,0.0122,0.1281,-0.4545,435.56,0.008831,72498680,False
2024-03-05,493.5964,496.8761,50,0.6645,0.0122,0.6523,-0.5997,438.51,0.007583,66296500,False
2024-03-08,498.0148,496.808,50,-0.2423,0.0121,-0.2545,-0.7256,439.94,0.007888,68033915,False
2024-03-13,502.151,503.1242,49,0.1938,0.0121,0.1817,-0.2205,441.49,0.007321,65893655,False
2024-03-14,501.1583,498.088,49,-0.6126,0.0121,-0.6247,-0.3907,441.98,0.00719,67982855,False
2024-03-18,500.6751,499.982,49,-0.1384,0.0121,-0.1505,-0.2218,442.94,0.007259,70949040,False
2024-03-21,509.7932,509.7053,49,-0.0172,0.0121,-0.0293,-0.2274,444.4,0.005906,70107710,False
2024-03-26,506.4837,509.3149,49,0.559,0.0121,0.5469,-0.4643,445.84,0.005965,71731890,False
2024-04-01,509.7541,505.9273,49,-0.7507,0.0121,-0.7628,-0.3188,447.24,0.005891,72956690,False
2024-04-04,500.8801,502.2371,49,0.2709,0.0121,0.2588,-1.9961,448.45,0.006246,74917035,False
2024-04-09,506.9817,501.2803,49,-1.1246,0.0121,-1.1366,-0.2267,449.73,0.006085,74079820,False
2024-04-12,498.7128,502.8912,50,0.8378,0.0121,0.8257,-0.6843,450.98,0.007057,74425950,False
2024-04-15,492.4649,492.9433,50,0.0971,0.0122,0.085,-2.0733,451.33,0.007441,73648705,False
2024-04-16,491.5668,494.0269,50,0.5005,0.0122,0.4883,-0.2792,451.68,0.007288,72878240,False
2024-04-17,488.6575,490.0536,51,0.2857,0.0122,0.2735,-1.0868,451.98,0.007205,73635990,False
2024-04-18,487.652,487.5739,51,-0.016,0.0122,-0.0282,-0.4901,452.27,0.006749,73883665,False
2024-04-19,483.3956,486.0022,51,0.5392,0.0122,0.527,-0.857,452.55,0.006784,75981490,False
2024-04-24,493.4021,487.3201,50,-1.2327,0.0122,-1.2448,-0.227,453.56,0.00792,75755295,False
2024-04-30,490.0536,489.4678,51,-0.1195,0.0122,-0.1317,-1.2938,454.81,0.008663,72821545,False
2024-05-01,488.4623,492.172,51,0.7595,0.0122,0.7473,-0.2054,455.07,0.008646,73875895,False
2024-05-13,508.5338,508.729,49,0.0384,0.0121,0.0263,-0.3158,457.69,0.007446,63101070,False
2024-05-16,516.1289,516.2461,48,0.0227,0.0121,0.0106,-0.2246,458.79,0.007533,60268230,False
2024-05-23,513.4638,515.309,48,0.3594,0.0121,0.3473,-1.3134,460.86,0.006882,54074845,False
2024-05-30,510.1934,511.1501,49,0.1875,0.0121,0.1754,-0.3641,462.53,0.005958,49108880,False
2024-06-03,515.2602,513.952,48,-0.2539,0.012,-0.2659,-0.2306,463.42,0.005438,49224610,False
2024-06-20,534.0039,533.1803,46,-0.1542,0.012,-0.1662,-0.4441,469.35,0.005371,47817155,False
2024-06-24,531.5545,532.7788,47,0.2303,0.012,0.2183,-0.2921,470.35,0.00503,48030460,False
2024-06-28,533.004,534.385,46,0.2591,0.012,0.2471,-0.5373,472.41,0.004243,48957670,False
2024-07-11,545.0114,546.1377,45,0.2067,0.0119,0.1947,-0.8834,477.02,0.004567,46167640,False
2024-07-17,545.4618,546.9995,45,0.2819,0.0119,0.27,-0.3329,479.71,0.005592,45333710,False
2024-07-18,541.27,541.035,46,-0.0434,0.012,-0.0554,-1.0474,480.34,0.005909,46078410,False
2024-07-19,537.6757,541.6032,46,0.7305,0.012,0.7185,-0.6209,480.96,0.006085,45837455,False
2024-07-24,530.0756,530.1931,47,0.0222,0.0121,0.0101,-1.3902,482.88,0.00827,46062360,False
2024-07-25,527.3137,531.104,47,0.7188,0.0121,0.7067,-0.5431,483.44,0.008333,47192745,False
2024-07-29,533.5329,535.0019,46,0.2753,0.012,0.2633,-0.2308,484.57,0.008689,46297425,False
2024-07-30,530.8297,537.6658,47,1.2878,0.0121,1.2758,-0.7799,485.11,0.00875,46625215,False
2024-08-01,531.819,524.7085,47,-1.337,0.0121,-1.3491,-1.7301,486.27,0.009855,50068585,False
2024-08-02,521.9172,501.0954,47,-3.9895,0.0121,-4.0016,-0.532,486.77,0.010497,52133620,False
2024-08-07,507.9708,513.1125,49,1.0122,0.0122,1.0,-1.8563,488.13,0.012023,62118150,False
2024-08-22,544.7567,547.9985,45,0.5951,0.0121,0.583,-1.127,495.21,0.012944,59439620,False
2024-08-26,549.2325,547.9593,45,-0.2318,0.012,-0.2438,-0.4244,496.48,0.012952,59097040,False
2024-08-28,546.7938,548.7624,45,0.36,0.0121,0.348,-0.5185,497.74,0.0125,57159185,False
2024-08-29,546.8428,549.2129,45,0.4334,0.012,0.4214,-0.3498,498.34,0.012002,55273510,False
2024-09-03,540.702,538.8608,46,-0.3405,0.012,-0.3526,-1.4969,499.5,0.009952,49985695,False
2024-09-05,538.2829,538.6061,46,0.06,0.0121,0.048,-0.2324,500.52,0.00975,46783925,False
2024-09-06,529.2235,533.4252,47,0.7939,0.0121,0.7819,-1.742,500.99,0.009488,47044785,False
2024-09-17,551.4655,552.1218,45,0.119,0.012,0.107,-0.3592,504.65,0.008541,47137545,False
2024-09-18,549.8301,559.2419,45,1.7118,0.012,1.6998,-0.4151,505.18,0.008562,48403175,False
2024-09-26,562.2245,563.2954,44,0.1905,0.0119,0.1785,-0.3621,508.68,0.008752,52037265,False
2024-09-27,561.4091,560.3775,44,-0.1838,0.0119,-0.1957,-0.3349,509.25,0.008771,52206550,False
2024-10-01,558.6093,557.7154,44,-0.16,0.0119,-0.172,-0.8336,510.33,0.007345,52852850,False
2024-10-07,557.8038,560.3776,44,0.4614,0.0119,0.4495,-0.6126,512.34,0.006246,51423815,False
2024-10-15,569.5729,569.5729,43,-0.0,0.0119,-0.0119,-0.8228,515.55,0.006705,49593185,False
2024-10-17,572.0976,573.7874,43,0.2954,0.0119,0.2835,-0.6076,516.66,0.00562,46131120,False
2024-10-23,567.8143,569.7693,44,0.3443,0.0119,0.3324,-0.5626,518.96,0.006051,43656115,False
2024-10-25,568.8458,572.3236,43,0.6114,0.0119,0.5995,-0.4248,520.02,0.005998,43246675,False
2024-10-28,570.6044,569.6416,43,-0.1687,0.0119,-0.1806,-0.3004,520.56,0.005975,41577540,False
2024-10-30,569.7988,565.4271,43,-0.7672,0.0119,-0.7791,-0.2202,521.63,0.005611,40255985,False
2024-10-31,558.629,561.2618,44,0.4713,0.0119,0.4594,-1.2023,522.13,0.007249,41222785,False
2024-11-04,559.7784,560.692,44,0.1632,0.0119,0.1513,-0.2399,523.06,0.006712,40771820,False
2024-11-12,586.3914,586.8532,42,0.0787,0.0119,0.0669,-0.2973,526.33,0.008467,42261495,False
2024-11-14,582.9039,579.3378,42,-0.6118,0.0119,-0.6237,-0.6646,527.44,0.008616,43320175,False
2024-11-15,575.4377,575.8995,43,0.0802,0.0119,0.0683,-0.6732,527.93,0.009114,45248775,False
2024-11-25,587.0103,588.258,42,0.2125,0.0119,0.2007,-0.3319,530.9,0.008931,46823985,False
2024-11-27,588.2874,589.1029,42,0.1386,0.0119,0.1267,-0.2715,531.95,0.008971,46588285,False
2024-12-09,594.0345,594.7123,42,0.1141,0.0118,0.1023,-0.4953,535.69,0.004813,40636215,False
2024-12-10,592.1876,595.1151,42,0.4944,0.0118,0.4826,-0.4245,536.19,0.004881,40618600,False
2024-12-12,593.6906,595.7243,42,0.3425,0.0118,0.3308,-0.3709,537.21,0.005252,39109940,False
2024-12-13,593.5728,595.3312,42,0.2962,0.0118,0.2845,-0.3611,537.7,0.004991,38959970,False
2024-12-18,575.9585,580.949,43,0.8665,0.0119,0.8546,-2.9306,539.08,0.008005,41225715,False
2024-12-19,575.7816,573.4513,43,-0.4047,0.0119,-0.4166,-0.8895,539.48,0.008003,43020060,False
2024-12-27,586.5021,579.4838,42,-1.1966,0.0119,-1.2085,-0.4234,541.67,0.009024,48803130,False
