ticker,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,total_cost,pnl,exit_type,hold_trading_days,atr_stop,liquidity_constrained
IWM,2007-06-01,2007-06-07,65.3237,63.562,475.0878,-836.9848,7.9477,-844.9326,stop,4,63.562,False
SPY,2007-06-15,2007-06-21,107.9893,107.1713,282.8107,-231.3355,5.9444,-237.2799,time,4,105.7444,False
SPY,2007-07-03,2007-07-10,107.3123,106.4238,283.8578,-252.1963,5.9457,-258.142,time,4,104.683,False
QQQ,2007-07-05,2007-07-11,41.466,41.8691,734.8464,296.2587,10.5316,285.727,time,4,40.5448,False
SPY,2007-08-22,2007-08-28,102.9614,101.3465,295.9421,-477.9106,6.0717,-483.9823,time,4,97.9376,False
SPY,2007-09-13,2007-09-19,104.7526,108.1443,289.3419,981.3831,6.062,975.3211,time,4,101.6085,False
QQQ,2007-09-21,2007-09-27,43.1525,44.2682,709.91,792.0494,10.3887,781.6607,time,4,41.8572,False
SPY,2007-09-26,2007-10-02,107.871,109.1747,285.4623,372.137,6.0325,366.1045,time,4,105.2288,False
SPY,2007-10-05,2007-10-11,109.8407,110.1524,282.3817,88.0416,6.0042,82.0373,time,4,107.6365,False
QQQ,2007-12-05,2007-12-11,43.9421,44.0451,706.483,72.7627,10.3904,62.3724,time,4,41.9473,False
QQQ,2007-12-20,2007-12-27,43.4443,44.5635,715.056,800.281,10.4998,789.7812,time,4,41.8345,False
QQQ,2009-05-04,2009-05-08,29.9519,29.5633,1045.956,-406.5097,13.8312,-420.3409,time,4,28.5836,False
QQQ,2009-06-04,2009-06-10,31.4461,31.8002,991.802,351.185,13.3385,337.8465,time,4,29.9939,False
IWM,2009-06-04,2009-06-10,41.8339,41.7149,744.9274,-88.6111,11.0946,-99.7057,time,4,39.3392,False
SPY,2009-06-10,2009-06-16,70.1432,67.3222,445.7689,-1257.5267,7.6381,-1265.1649,time,4,67.1028,False
SPY,2009-06-24,2009-06-30,66.6091,67.9315,463.0892,612.3994,7.8541,604.5453,time,4,64.0999,False
SPY,2009-07-15,2009-07-21,67.8281,70.6059,457.7376,1271.5084,7.8824,1263.6259,time,4,65.427,False
