z_lookback,z_threshold,iwm_heavy_pct,min_hold_days,dma_window,sharpe,cagr,max_drawdown,total_return,trade_count,position_switches,win_rate,profit_factor,avg_ppt_bps,avg_cost_bps
60,1.0,0.65,5,150,0.5663,0.0699,-0.2459,1.9493,362,361,0.5691,1.4328,35.24,1.7545
60,1.0,0.65,5,200,0.6151,0.0778,-0.2502,2.3165,359,358,0.585,1.4715,38.68,1.4299
60,1.0,0.7,2,150,0.503,0.0597,-0.25,1.5297,536,535,0.569,1.317,21.83,1.9542
60,1.0,0.7,2,200,0.4536,0.0533,-0.2887,1.2934,510,509,0.5804,1.2786,20.64,1.5797
60,1.0,0.7,3,150,0.4983,0.0596,-0.2684,1.5255,462,461,0.5671,1.3355,24.85,1.9443
60,1.0,0.7,3,200,0.4582,0.0544,-0.2953,1.3328,448,447,0.5625,1.2949,23.74,1.6227
60,1.0,0.7,5,150,0.5691,0.0704,-0.2495,1.9715,362,361,0.5691,1.4362,35.55,1.8385
60,1.0,0.7,5,200,0.6196,0.0786,-0.2523,2.3561,359,358,0.585,1.4766,39.11,1.5194
60,1.25,0.55,2,150,0.4986,0.0589,-0.2559,1.4964,500,499,0.564,1.3383,22.78,1.826
60,1.25,0.55,2,200,0.4706,0.0554,-0.2636,1.3692,487,486,0.5688,1.306,21.94,1.3769
60,1.25,0.55,3,150,0.5725,0.0689,-0.2224,1.9039,426,425,0.5822,1.4133,29.88,1.8032
60,1.25,0.55,3,200,0.5433,0.0659,-0.2749,1.7771,415,414,0.5735,1.3783,29.31,1.3634
60,1.25,0.55,5,150,0.5719,0.0689,-0.2308,1.9017,344,343,0.5698,1.4433,36.96,1.8187
60,1.25,0.55,5,200,0.6617,0.0826,-0.2089,2.5606,343,342,0.5889,1.5101,42.76,1.3842
60,1.25,0.6,2,150,0.5007,0.0592,-0.2533,1.5076,500,499,0.566,1.3411,22.94,1.9026
60,1.25,0.6,2,200,0.4709,0.0555,-0.2627,1.3721,487,486,0.5708,1.3075,22.05,1.4614
60,1.25,0.6,3,150,0.5729,0.069,-0.2192,1.9065,426,425,0.5822,1.4148,29.97,1.8807
60,1.25,0.6,3,200,0.541,0.0656,-0.2743,1.7643,415,414,0.5735,1.3778,29.28,1.4484
60,1.25,0.6,5,150,0.5744,0.0692,-0.2308,1.917,344,343,0.5756,1.4463,37.17,1.8964
60,1.25,0.6,5,200,0.6656,0.0832,-0.2082,2.5928,343,342,0.5918,1.5151,43.09,1.4691
60,1.25,0.65,2,150,0.5027,0.0594,-0.2507,1.5186,500,499,0.566,1.3439,23.1,1.9796
60,1.25,0.65,2,200,0.4711,0.0556,-0.2618,1.3747,487,486,0.5688,1.3091,22.15,1.5463
60,1.25,0.65,3,150,0.5731,0.069,-0.216,1.9087,426,425,0.5822,1.4163,30.06,1.9586
60,1.25,0.65,3,200,0.5386,0.0653,-0.2736,1.7513,415,414,0.5735,1.3773,29.24,1.5338
60,1.25,0.65,5,150,0.5767,0.0696,-0.2307,1.932,344,343,0.5727,1.4489,37.39,1.9746
60,1.25,0.65,5,200,0.6693,0.0838,-0.2075,2.6248,343,342,0.5889,1.52,43.42,1.5546
60,1.25,0.7,2,150,0.5045,0.0597,-0.2481,1.5294,500,499,0.57,1.3466,23.26,2.0571
60,1.25,0.7,2,200,0.4712,0.0556,-0.2609,1.3771,487,486,0.5708,1.3107,22.26,1.6317
60,1.25,0.7,3,150,0.5731,0.0691,-0.2128,1.9105,426,425,0.5845,1.4176,30.15,2.0369
60,1.25,0.7,3,200,0.536,0.065,-0.273,1.738,415,414,0.5759,1.3767,29.21,1.6197
60,1.25,0.7,5,150,0.5788,0.0699,-0.2306,1.9466,344,343,0.5785,1.4514,37.6,2.0531
60,1.25,0.7,5,200,0.6727,0.0844,-0.2068,2.6567,343,342,0.5918,1.5247,43.75,1.6406
60,1.5,0.55,2,150,0.4509,0.0526,-0.2571,1.2699,431,430,0.5638,1.3379,24.32,2.1644
60,1.5,0.55,2,200,0.4222,0.0488,-0.2898,1.1421,416,415,0.5721,1.2975,23.28,1.5931
60,1.5,0.55,3,150,0.4799,0.0566,-0.261,1.4132,384,383,0.5807,1.3678,28.63,2.1629
60,1.5,0.55,3,200,0.4845,0.0581,-0.2646,1.4681,372,371,0.5726,1.3599,29.59,1.578
60,1.5,0.55,5,150,0.5414,0.0654,-0.2352,1.7565,310,309,0.571,1.4517,39.02,1.915
60,1.5,0.55,5,200,0.5994,0.074,-0.2139,2.134,313,312,0.5847,1.5002,42.44,1.5945
60,1.5,0.6,2,150,0.4544,0.0531,-0.2536,1.2869,431,430,0.5615,1.3417,24.55,2.2349
60,1.5,0.6,2,200,0.4238,0.049,-0.2894,1.1499,416,415,0.5697,1.2996,23.44,1.6733
60,1.5,0.6,3,150,0.4811,0.0568,-0.2624,1.4203,384,383,0.5781,1.3701,28.77,2.2332
60,1.5,0.6,3,200,0.4823,0.0578,-0.2667,1.4576,372,371,0.5699,1.3594,29.55,1.6583
60,1.5,0.6,5,150,0.5448,0.0659,-0.2352,1.7766,310,309,0.571,1.456,39.33,1.9898
60,1.5,0.6,5,200,0.6023,0.0745,-0.2131,2.1553,313,312,0.5815,1.5045,42.73,1.6751
60,1.5,0.65,2,150,0.4577,0.0536,-0.2502,1.3038,431,430,0.5638,1.3454,24.79,2.3058
60,1.5,0.65,2,200,0.4252,0.0492,-0.2891,1.1577,416,415,0.5697,1.3017,23.6,1.7538
60,1.5,0.65,3,150,0.4821,0.057,-0.2638,1.4271,384,383,0.5781,1.3724,28.9,2.3039
60,1.5,0.65,3,200,0.4799,0.0575,-0.2689,1.447,372,371,0.5699,1.3588,29.5,1.739
60,1.5,0.65,5,150,0.5482,0.0664,-0.2352,1.7966,310,309,0.5742,1.4598,39.63,2.0651
60,1.5,0.65,5,200,0.605,0.0749,-0.2122,2.1764,313,312,0.5847,1.5084,43.02,1.7562
60,1.5,0.7,2,150,0.461,0.054,-0.2467,1.3207,431,430,0.5615,1.3491,25.03,2.377
60,1.5,0.7,2,200,0.4266,0.0495,-0.2888,1.1653,416,415,0.5673,1.3037,23.77,1.8348
60,1.5,0.7,3,150,0.483,0.0572,-0.2652,1.4337,384,383,0.5781,1.3746,29.04,2.3751
60,1.5,0.7,3,200,0.4775,0.0572,-0.271,1.4362,372,371,0.5699,1.3583,29.46,1.8201
60,1.5,0.7,5,150,0.5514,0.0669,-0.2351,1.8164,310,309,0.5806,1.4632,39.94,2.1408
60,1.5,0.7,5,200,0.6076,0.0754,-0.2114,2.1975,313,312,0.5911,1.5121,43.32,1.8378
90,0.75,0.55,2,150,0.5041,0.0596,-0.2489,1.5249,462,461,0.5584,1.3722,25.05,2.002
90,0.75,0.55,2,200,0.4534,0.0529,-0.2888,1.2814,430,429,0.5605,1.3173,24.22,1.5478
90,0.75,0.55,3,150,0.4976,0.0592,-0.265,1.5089,402,401,0.5647,1.3786,28.44,2.0097
90,0.75,0.55,3,200,0.4848,0.0579,-0.2692,1.4612,378,377,0.5608,1.3605,29.47,1.5973
90,0.75,0.55,5,150,0.5449,0.0648,-0.2329,1.732,311,310,0.5723,1.462,38.66,2.0905
90,0.75,0.55,5,200,0.6152,0.076,-0.2384,2.227,302,301,0.596,1.5191,44.96,1.5599
90,0.75,0.6,2,150,0.5062,0.0599,-0.252,1.5367,462,461,0.5606,1.3745,25.22,2.0794
90,0.75,0.6,2,200,0.4533,0.0529,-0.2872,1.2821,430,429,0.5628,1.318,24.29,1.6321
90,0.75,0.6,3,150,0.4979,0.0593,-0.2693,1.5121,402,401,0.5647,1.3795,28.53,2.0881
90,0.75,0.6,3,200,0.4843,0.0579,-0.2716,1.4612,378,377,0.5608,1.3612,29.54,1.6817
90,0.75,0.6,5,150,0.5422,0.0645,-0.2337,1.7174,311,310,0.5723,1.4601,38.53,2.1666
90,0.75,0.6,5,200,0.6144,0.076,-0.2369,2.2257,302,301,0.596,1.5199,45.01,1.644
90,0.75,0.65,2,150,0.508,0.0602,-0.2552,1.5482,462,461,0.5628,1.3768,25.38,2.1572
90,0.75,0.65,2,200,0.4529,0.0529,-0.2855,1.2824,430,429,0.5651,1.3186,24.37,1.717
90,0.75,0.65,3,150,0.4979,0.0593,-0.2736,1.515,402,401,0.5672,1.3804,28.63,2.167
90,0.75,0.65,3,200,0.4836,0.0579,-0.2761,1.4608,378,377,0.5635,1.3618,29.6,1.7665
90,0.75,0.65,5,150,0.5393,0.0641,-0.2345,1.7024,311,310,0.5723,1.4582,38.41,2.2431
90,0.75,0.65,5,200,0.6133,0.0759,-0.2354,2.224,302,301,0.596,1.5207,45.06,1.7287
90,0.75,0.7,2,150,0.5096,0.0605,-0.2583,1.5594,462,461,0.5693,1.3789,25.54,2.2354
90,0.75,0.7,2,200,0.4522,0.0529,-0.2839,1.2824,430,429,0.5698,1.3192,24.44,1.8022
90,0.75,0.7,3,150,0.4976,0.0594,-0.2778,1.5175,402,401,0.5746,1.3812,28.72,2.2463
90,0.75,0.7,3,200,0.4826,0.0579,-0.2806,1.46,378,377,0.5688,1.3623,29.67,1.8518
90,0.75,0.7,5,150,0.536,0.0637,-0.2352,1.6872,311,310,0.5723,1.4563,38.29,2.3201
90,0.75,0.7,5,200,0.6118,0.0759,-0.2338,2.2218,302,301,0.596,1.5214,45.11,1.8138
90,1.0,0.55,2,150,0.506,0.0599,-0.2492,1.5375,440,439,0.5864,1.3768,26.25,2.0977
90,1.0,0.55,2,200,0.4652,0.0546,-0.2877,1.3404,419,418,0.5967,1.3277,25.23,1.5536
90,1.0,0.55,3,150,0.5386,0.0649,-0.264,1.7352,394,393,0.5812,1.418,30.91,2.0151
90,1.0,0.55,3,200,0.4851,0.0581,-0.2848,1.4662,378,377,0.5741,1.355,29.27,1.5262
90,1.0,0.55,5,150,0.5669,0.0681,-0.2326,1.8698,303,302,0.604,1.4785,41.12,2.0552
90,1.0,0.55,5,200,0.6135,0.0755,-0.2319,2.2034,305,304,0.6197,1.503,44.25,1.5902
90,1.0,0.6,2,150,0.5046,0.0597,-0.2528,1.5303,440,439,0.5864,1.3766,26.25,2.1744
90,1.0,0.6,2,200,0.4629,0.0543,-0.285,1.33,419,418,0.5967,1.3269,25.2,1.6389
90,1.0,0.6,3,150,0.5396,0.0651,-0.2674,1.7419,394,393,0.5838,1.4195,31.04,2.0927
90,1.0,0.6,3,200,0.4844,0.058,-0.2835,1.4638,378,377,0.5767,1.3553,29.32,1.6118
90,1.0,0.6,5,150,0.5662,0.068,-0.2331,1.8648,303,302,0.6073,1.4782,41.12,2.1316
90,1.0,0.6,5,200,0.6153,0.0758,-0.2304,2.2176,305,304,0.623,1.5053,44.47,1.6747
90,1.0,0.65,2,150,0.5031,0.0595,-0.2563,1.5227,440,439,0.5841,1.3763,26.25,2.2515
90,1.0,0.65,2,200,0.4605,0.054,-0.2824,1.3194,419,418,0.5943,1.326,25.17,1.7248
90,1.0,0.65,3,150,0.5404,0.0652,-0.2707,1.7483,394,393,0.5838,1.421,31.17,2.1707
90,1.0,0.65,3,200,0.4834,0.0579,-0.2823,1.461,378,377,0.5767,1.3555,29.37,1.698
90,1.0,0.65,5,150,0.5652,0.0679,-0.2336,1.8595,303,302,0.604,1.4776,41.11,2.2083
90,1.0,0.65,5,200,0.6167,0.0761,-0.229,2.2314,305,304,0.6197,1.5074,44.68,1.7598
90,1.0,0.7,2,150,0.5013,0.0593,-0.2598,1.5148,440,439,0.5864,1.3758,26.24,2.3291
90,1.0,0.7,2,200,0.4578,0.0537,-0.2797,1.3085,419,418,0.5943,1.325,25.13,1.811
90,1.0,0.7,3,150,0.541,0.0654,-0.274,1.7543,394,393,0.5888,1.4223,31.29,2.2491
90,1.0,0.7,3,200,0.4821,0.0578,-0.2811,1.4579,378,377,0.5794,1.3556,29.41,1.7845
90,1.0,0.7,5,150,0.5639,0.0677,-0.2342,1.8538,303,302,0.604,1.4767,41.11,2.2855
90,1.0,0.7,5,200,0.6179,0.0764,-0.2275,2.2449,305,304,0.6197,1.5092,44.89,1.8452
90,1.25,0.55,2,150,0.4989,0.0591,-0.2613,1.5044,429,428,0.5641,1.3639,26.69,2.0818
90,1.25,0.55,2,200,0.4468,0.052,-0.2896,1.2509,415,414,0.5614,1.3019,24.8,1.5992
90,1.25,0.55,3,150,0.5274,0.0635,-0.2616,1.6775,382,381,0.5681,1.396,31.41,2.0022
90,1.25,0.55,3,200,0.4912,0.0589,-0.2853,1.4971,372,371,0.5484,1.3423,30.28,1.5457
90,1.25,0.55,5,150,0.5508,0.0677,-0.2395,1.8498,308,307,0.5682,1.4473,40.44,1.8914
90,1.25,0.55,5,200,0.5918,0.0741,-0.2472,2.138,306,305,0.5817,1.4741,43.74,1.5427
90,1.25,0.6,2,150,0.4987,0.0591,-0.2622,1.5042,429,428,0.5664,1.3645,26.76,2.1561
90,1.25,0.6,2,200,0.4471,0.0521,-0.2889,1.2541,415,414,0.5639,1.3029,24.92,1.6815
90,1.25,0.6,3,150,0.5285,0.0637,-0.2627,1.6854,382,381,0.5707,1.3975,31.57,2.0778
90,1.25,0.6,3,200,0.492,0.059,-0.2846,1.5035,372,371,0.5511,1.3437,30.44,1.629
90,1.25,0.6,5,150,0.5539,0.0681,-0.2429,1.8703,308,307,0.5649,1.4508,40.75,1.9692
90,1.25,0.6,5,200,0.5968,0.0749,-0.2499,2.1753,306,305,0.5784,1.4796,44.22,1.6265
90,1.25,0.65,2,150,0.4983,0.059,-0.2631,1.5037,429,428,0.5688,1.365,26.83,2.2307
90,1.25,0.65,2,200,0.4473,0.0522,-0.2882,1.257,415,414,0.5663,1.3039,25.04,1.7643
90,1.25,0.65,3,150,0.5294,0.0639,-0.2638,1.693,382,381,0.5707,1.399,31.73,2.1538
90,1.25,0.65,3,200,0.4927,0.0592,-0.284,1.5096,372,371,0.5511,1.3451,30.59,1.7129
90,1.25,0.65,5,150,0.5568,0.0686,-0.2462,1.8906,308,307,0.5649,1.4543,41.07,2.0476
90,1.25,0.65,5,200,0.6016,0.0757,-0.253,2.2127,306,305,0.5784,1.4851,44.7,1.7109
90,1.25,0.7,2,150,0.4977,0.059,-0.264,1.503,429,428,0.5688,1.3655,26.91,2.3058
90,1.25,0.7,2,200,0.4473,0.0523,-0.2876,1.2597,415,414,0.5663,1.3049,25.16,1.8474
90,1.25,0.7,3,150,0.5301,0.0641,-0.2648,1.7004,382,381,0.5707,1.4005,31.89,2.2302
90,1.25,0.7,3,200,0.4931,0.0594,-0.2834,1.5155,372,371,0.5538,1.3464,30.75,1.7971
90,1.25,0.7,5,150,0.5595,0.0691,-0.2496,1.9108,308,307,0.5649,1.4577,41.38,2.1263
90,1.25,0.7,5,200,0.6061,0.0765,-0.2561,2.2503,306,305,0.5784,1.4905,45.19,1.7958
90,1.5,0.55,2,150,0.4935,0.0583,-0.2364,1.4753,405,404,0.5605,1.3955,27.76,2.2661
90,1.5,0.55,2,200,0.4526,0.053,-0.2636,1.2834,383,382,0.5692,1.3479,26.71,1.7228
90,1.5,0.55,3,150,0.5283,0.0634,-0.2528,1.6748,354,353,0.5734,1.4311,33.63,2.1885
90,1.5,0.55,3,200,0.5157,0.0628,-0.2748,1.6477,341,340,0.5806,1.4047,34.18,1.6362
90,1.5,0.55,5,150,0.5269,0.0629,-0.2283,1.6516,280,279,0.5607,1.4641,42.16,2.2074
90,1.5,0.55,5,200,0.6206,0.0769,-0.2089,2.2735,276,275,0.5797,1.557,50.01,1.7485
90,1.5,0.6,2,150,0.4963,0.0587,-0.2365,1.4902,405,404,0.5605,1.3987,27.97,2.3361
90,1.5,0.6,2,200,0.4545,0.0533,-0.2627,1.2937,383,382,0.5692,1.3504,26.91,1.8022
90,1.5,0.6,3,150,0.5295,0.0636,-0.2547,1.6834,354,353,0.5706,1.433,33.8,2.2597
90,1.5,0.6,3,200,0.5166,0.0629,-0.2742,1.6547,341,340,0.5777,1.4065,34.34,1.7166
90,1.5,0.6,5,150,0.5272,0.0629,-0.2275,1.6542,280,279,0.5607,1.4651,42.24,2.2785
90,1.5,0.6,5,200,0.6212,0.0771,-0.2082,2.2809,276,275,0.5797,1.5589,50.15,1.8276
90,1.5,0.65,2,150,0.4989,0.0591,-0.2365,1.505,405,404,0.5654,1.4019,28.18,2.4066
90,1.5,0.65,2,200,0.4563,0.0536,-0.2618,1.3038,383,382,0.5718,1.3528,27.1,1.8821
90,1.5,0.65,3,150,0.5305,0.0639,-0.2566,1.6917,354,353,0.5734,1.4348,33.96,2.3315
90,1.5,0.65,3,200,0.5173,0.0631,-0.2736,1.6616,341,340,0.5806,1.4082,34.49,1.7975
90,1.5,0.65,5,150,0.5273,0.063,-0.2268,1.6566,280,279,0.5607,1.466,42.33,2.3501
90,1.5,0.65,5,200,0.6218,0.0772,-0.2075,2.2881,276,275,0.5797,1.5607,50.29,1.9071
90,1.5,0.7,2,150,0.5014,0.0595,-0.2365,1.5197,405,404,0.5654,1.405,28.4,2.4774
90,1.5,0.7,2,200,0.458,0.0538,-0.2613,1.3138,383,382,0.5718,1.3552,27.29,1.9622
90,1.5,0.7,3,150,0.5315,0.0641,-0.2585,1.6998,354,353,0.5734,1.4366,34.12,2.4035
90,1.5,0.7,3,200,0.5179,0.0633,-0.273,1.6682,341,340,0.5806,1.4099,34.65,1.8788
90,1.5,0.7,5,150,0.5273,0.063,-0.226,1.6587,280,279,0.575,1.4666,42.41,2.4221
90,1.5,0.7,5,200,0.6221,0.0774,-0.2068,2.2949,276,275,0.5942,1.5622,50.43,1.987
