date_entry,date_exit,state,spy_w,iwm_w,shy_w,nav_entry,nav_exit,pnl_pct,pnl_dollar,hold_days,exit_reason,cost_bps
2005-11-16,2005-11-21,iwm_heavy,0.4,0.6,0.0,97835.7544,99909.9702,0.021201,2074.2158,3,state_change,0.2666
2005-11-21,2005-12-02,neutral,0.5,0.5,0.0,99907.3037,101739.2795,0.018337,1831.9758,8,state_change,0.2669
2005-12-02,2005-12-15,spy_heavy,0.6,0.4,0.0,101736.6016,102382.3471,0.006347,645.7455,9,state_change,0.2632
2005-12-15,2005-12-20,neutral,0.5,0.5,0.0,102379.6978,100440.6901,-0.018939,-1939.0077,3,state_change,0.2588
2005-12-20,2005-12-23,iwm_heavy,0.4,0.6,0.0,100437.9769,102031.3577,0.015864,1593.3808,3,state_change,0.2701
2005-12-23,2006-01-06,neutral,0.5,0.5,0.0,102028.6542,103291.7482,0.01238,1263.094,8,state_change,0.265
2006-01-06,2006-03-08,spy_heavy,0.6,0.4,0.0,103289.0819,104526.9333,0.011984,1237.8514,41,state_change,0.2581
2006-03-08,2006-03-24,neutral,0.5,0.5,0.0,104524.5318,107867.0032,0.031978,3342.4714,12,state_change,0.2297
2006-03-24,2006-04-12,spy_heavy,0.6,0.4,0.0,107864.2105,106873.3569,-0.009186,-990.8536,13,state_change,0.2589
2006-04-12,2006-04-18,neutral,0.5,0.5,0.0,106870.7099,107800.8888,0.008704,930.1789,3,state_change,0.2477
2006-04-18,2006-04-28,spy_heavy,0.6,0.4,0.0,107798.127,108979.0672,0.010955,1180.9402,8,state_change,0.2562
2006-04-28,2006-05-04,neutral,0.5,0.5,0.0,108976.3405,109828.6577,0.007821,852.3172,4,state_change,0.2502
2006-05-04,2006-05-11,spy_heavy,0.6,0.4,0.0,109825.9022,111046.0121,0.011109,1220.1099,5,state_change,0.2509
2006-05-11,2006-05-16,neutral,0.5,0.5,0.0,111043.322,107256.0079,-0.034107,-3787.3141,3,state_change,0.2423
2006-05-16,2006-05-26,iwm_heavy,0.4,0.6,0.0,107253.1666,105964.9621,-0.012011,-1288.2045,8,state_change,0.2649
2006-05-26,2006-06-01,neutral,0.5,0.5,0.0,105962.2978,105139.9952,-0.00776,-822.3026,3,state_change,0.2514
2006-06-01,2006-06-12,iwm_heavy,0.4,0.6,0.0,105137.3111,102728.8822,-0.022907,-2408.4289,7,state_change,0.2553
2006-06-12,2006-06-16,shy,0.0,0.0,1.0,102654.1686,102447.9818,-0.002009,-206.1868,4,state_change,7.2729
2006-06-16,2006-06-21,iwm_heavy,0.4,0.6,0.0,102373.3394,99981.9138,-0.02336,-2391.4256,3,state_change,7.2859
2006-06-21,2006-06-30,shy,0.0,0.0,1.0,99908.929,99959.2677,0.000504,50.3387,7,state_change,7.2998
2006-06-30,2006-07-13,neutral,0.5,0.5,0.0,99887.0636,97473.4233,-0.024164,-2413.6403,8,state_change,7.2233
2006-07-13,2006-07-18,iwm_heavy,0.4,0.6,0.0,97470.8284,95780.3104,-0.017344,-1690.518,3,state_change,0.2662
2006-07-18,2006-07-25,shy,0.0,0.0,1.0,95710.5242,95963.5233,0.002643,252.9991,5,state_change,7.2861
2006-07-25,2006-08-04,iwm_heavy,0.4,0.6,0.0,95893.5981,98874.7452,0.031088,2981.1471,8,state_change,7.2866
2006-08-04,2006-08-09,neutral,0.5,0.5,0.0,98872.1961,97040.1412,-0.01853,-1832.0549,3,state_change,0.2578
2006-08-09,2006-08-17,iwm_heavy,0.4,0.6,0.0,97037.5275,98499.5232,0.015066,1461.9957,6,state_change,0.2694
2006-08-17,2006-08-22,neutral,0.5,0.5,0.0,98497.0023,98568.6801,0.000728,71.6778,3,state_change,0.2559
2006-08-22,2006-08-29,iwm_heavy,0.4,0.6,0.0,98566.1715,99063.7722,0.005048,497.6007,5,state_change,0.2545
2006-08-29,2006-10-02,neutral,0.5,0.5,0.0,99061.2783,101629.3879,0.025924,2568.1096,23,state_change,0.2518
2006-10-02,2006-10-05,iwm_heavy,0.4,0.6,0.0,101626.8547,102809.4715,0.011637,1182.6168,3,state_change,0.2493
2006-10-05,2006-10-13,neutral,0.5,0.5,0.0,102806.9377,104993.6037,0.02127,2186.666,6,state_change,0.2465
2006-10-13,2006-10-25,spy_heavy,0.6,0.4,0.0,104990.9143,105961.7374,0.009247,970.8231,8,state_change,0.2562
2006-10-25,2006-10-30,neutral,0.5,0.5,0.0,105959.1538,105963.3436,4e-05,4.1898,3,state_change,0.2438
2006-10-30,2006-11-02,spy_heavy,0.6,0.4,0.0,105960.789,104495.6047,-0.013828,-1465.1843,3,state_change,0.2411
2006-11-02,2006-11-13,neutral,0.5,0.5,0.0,104492.9841,106767.7298,0.021769,2274.7457,7,state_change,0.2508
2006-11-13,2006-11-28,spy_heavy,0.6,0.4,0.0,106765.0557,106882.316,0.001098,117.2603,10,state_change,0.2505
2006-11-28,2006-12-05,neutral,0.5,0.5,0.0,106879.7669,110123.9095,0.030353,3244.1426,5,state_change,0.2385
2006-12-05,2006-12-08,spy_heavy,0.6,0.4,0.0,110121.2411,109487.8235,-0.005752,-633.4176,3,state_change,0.2423
2006-12-08,2006-12-20,neutral,0.5,0.5,0.0,109485.1971,109771.811,0.002618,286.6139,8,state_change,0.2399
2006-12-20,2006-12-26,iwm_heavy,0.4,0.6,0.0,109769.0759,109069.3518,-0.006375,-699.7241,3,state_change,0.2492
2006-12-26,2007-01-08,neutral,0.5,0.5,0.0,109066.7304,108802.6429,-0.002421,-264.0875,7,state_change,0.2403
2007-01-08,2007-01-11,iwm_heavy,0.4,0.6,0.0,108800.0304,109467.5436,0.006135,667.5132,3,state_change,0.2401
2007-01-11,2007-01-18,neutral,0.5,0.5,0.0,109464.948,110553.068,0.00994,1088.12,4,state_change,0.2371
2007-01-18,2007-01-25,iwm_heavy,0.4,0.6,0.0,110550.4503,111255.9816,0.006382,705.5313,5,state_change,0.2368
2007-01-25,2007-02-08,neutral,0.5,0.5,0.0,111253.3547,113135.6546,0.016919,1882.2999,10,state_change,0.2361
2007-02-08,2007-02-13,spy_heavy,0.6,0.4,0.0,113132.899,112301.2175,-0.007351,-831.6815,3,state_change,0.2436
2007-02-13,2007-02-21,neutral,0.5,0.5,0.0,112298.6,114011.0218,0.015249,1712.4218,5,state_change,0.2331
2007-02-21,2007-03-02,spy_heavy,0.6,0.4,0.0,114008.3642,109458.2455,-0.03991,-4550.1187,7,state_change,0.2331
2007-03-02,2007-04-17,neutral,0.5,0.5,0.0,109455.6209,115599.9454,0.056135,6144.3245,31,state_change,0.2398
2007-04-17,2007-04-20,spy_heavy,0.6,0.4,0.0,115597.2717,115823.3799,0.001956,226.1082,3,state_change,0.2313
2007-04-20,2007-04-25,iwm_heavy,0.4,0.6,0.0,115817.9652,116469.1876,0.005623,651.2224,3,state_change,0.4675
2007-04-25,2007-04-30,neutral,0.5,0.5,0.0,116466.5111,116773.4273,0.002635,306.9162,3,state_change,0.2298
2007-04-30,2007-05-23,iwm_heavy,0.4,0.6,0.0,116770.7187,118721.4506,0.016706,1950.7319,17,state_change,0.232
2007-05-23,2007-05-29,neutral,0.5,0.5,0.0,118718.8267,117779.7655,-0.00791,-939.0612,3,state_change,0.221
2007-05-29,2007-06-01,iwm_heavy,0.4,0.6,0.0,117777.0773,119881.116,0.017865,2104.0387,3,state_change,0.2282
2007-06-01,2007-06-14,neutral,0.5,0.5,0.0,119878.3707,117992.4612,-0.015732,-1885.9095,9,state_change,0.229
2007-06-14,2007-06-19,iwm_heavy,0.4,0.6,0.0,117989.7285,119140.2494,0.009751,1150.5209,3,state_change,0.2316
2007-06-19,2007-07-23,neutral,0.5,0.5,0.0,119137.5352,119759.4172,0.00522,621.882,23,state_change,0.2278
2007-07-23,2007-08-06,iwm_heavy,0.4,0.6,0.0,119756.6479,109776.6928,-0.083335,-9979.9551,10,state_change,0.2312
2007-08-06,2007-08-09,shy,0.0,0.0,1.0,109698.2989,109643.6852,-0.000498,-54.6137,3,state_change,7.1412
2007-08-09,2007-08-15,iwm_heavy,0.4,0.6,0.0,109565.4385,106741.0061,-0.025778,-2824.4324,4,state_change,7.1365
2007-08-15,2007-08-20,shy,0.0,0.0,1.0,106664.7473,107008.6262,0.003224,343.8789,3,state_change,7.1443
2007-08-20,2007-08-29,neutral,0.5,0.5,0.0,106932.8247,105488.59,-0.013506,-1444.2347,7,state_change,7.0837
2007-08-29,2007-09-04,shy,0.0,0.0,1.0,105413.7091,105669.5892,0.002427,255.8801,3,state_change,7.0985
2007-09-04,2007-09-11,neutral,0.5,0.5,0.0,105594.7652,104153.9539,-0.013645,-1440.8113,5,state_change,7.0809
2007-09-11,2007-09-19,iwm_heavy,0.4,0.6,0.0,104151.4415,109505.6871,0.051408,5354.2456,6,state_change,0.2412
2007-09-19,2007-09-26,neutral,0.5,0.5,0.0,109503.1568,108960.1318,-0.004959,-543.025,5,state_change,0.2311
2007-09-26,2007-10-02,iwm_heavy,0.4,0.6,0.0,108957.6074,111095.0365,0.019617,2137.4291,4,state_change,0.2317
2007-10-02,2007-11-02,neutral,0.5,0.5,0.0,111092.4771,108501.0768,-0.023327,-2591.4003,23,state_change,0.2304
2007-11-02,2007-11-09,iwm_heavy,0.4,0.6,0.0,108498.5407,104095.0554,-0.040586,-4403.4853,5,state_change,0.2337
2007-11-09,2007-11-14,shy,0.0,0.0,1.0,104020.9357,103791.9077,-0.002202,-229.028,3,state_change,7.1204
2007-11-14,2007-11-19,neutral,0.5,0.5,0.0,103718.3852,100198.0801,-0.033941,-3520.3051,3,state_change,7.0836
2007-11-19,2007-12-03,shy,0.0,0.0,1.0,100126.9397,100892.3486,0.007644,765.4089,9,state_change,7.1
2007-12-03,2007-12-17,iwm_heavy,0.4,0.6,0.0,100820.2132,99021.8521,-0.017837,-1798.3611,10,state_change,7.1497
2007-12-17,2007-12-24,shy,0.0,0.0,1.0,98950.7975,99095.7868,0.001465,144.9893,5,state_change,7.1757
2007-12-24,2007-12-31,neutral,0.5,0.5,0.0,99025.5052,97192.227,-0.018513,-1833.2782,4,state_change,7.0923
2007-12-31,2008-05-07,shy,0.0,0.0,1.0,97123.2945,99051.5543,0.019854,1928.2598,88,state_change,7.0924
2008-05-07,2008-05-12,neutral,0.5,0.5,0.0,98981.3838,97414.5222,-0.01583,-1566.8616,3,state_change,7.0842
2008-05-12,2008-05-16,shy,0.0,0.0,1.0,97345.486,96970.8676,-0.003848,-374.6184,4,state_change,7.0868
2008-05-16,2008-05-22,neutral,0.5,0.5,0.0,96902.3618,94650.8066,-0.023235,-2251.5552,4,state_change,7.0646
2008-05-22,2009-06-01,shy,0.0,0.0,1.0,94583.815,98723.9757,0.043772,4140.1607,257,state_change,7.0778
2009-06-01,2009-06-04,neutral,0.5,0.5,0.0,98651.375,100161.1958,0.015305,1509.8208,3,state_change,7.3539
2009-06-04,2009-06-16,spy_heavy,0.6,0.4,0.0,100158.0346,98906.2184,-0.012498,-1251.8162,8,state_change,0.3156
